Easy Peasy,零距離,屬於你,白晝將盡,Reset,門,絕對值,我反芻著你留下的寂寞,今天星期六,我就想你,好方法,一定會的,在地球爆炸之前,太陽雨,我要用黑魔法把你變成一隻魚,再一次就好,撲火的蝶,愚者,行星,騎士墜鬼馬,你討厭也沒關係,不能寂寞的人,我是你的Bling Bling,絕地花園,寂寞的大孩子,再說,我還沒有作好被打倒的準備,絕地花園,天真世界的叛徒－天真版,天真世界的叛徒－叛徒版,滯留鋒,Dear Star,平衡木,夏夜煙火,獨角仙的夢,不是因為天氣晴朗才愛你,你留給我的遺憾無以名狀,習慣不習慣,漂鳥,當我們的手勇敢緊握
急剎車的公車司機,把你的美 收藏心底,保護著你 只要你願意,切莫溫馴地步入良夜,蒸餾出的罰與罪,可若不曾走過 怎麼留下一些什麼,畫上絕對值就能得出,貪婪至此不願放手 成了思念的魔,等著仙女下凡怎麼一個人也沒有,我只是在意你有沒有一樣在意我,你什麼都好 但就是有個地方,一定會的 曙光驅散那灰濛的天空,讓衝動自由蔓延 跨越夢的奇異點,窗外天色一片灰黑,魚 你在我的腦海裡游來游去,依然讓我心動著,演著孤芳自賞自艾自憐,沒想過投降 混蛋一樣地闖,習慣在你影子裡遊戲我的孤寂,騎士墜鬼馬 你要帶我飛向何方,我是不是和你 一樣頭殼有問題,再也不能寂寞了 自從愛介入我們,"I say wait, give me one more second",再坦然一些 白晝或黑夜 都值得紀念,故事也渲暈成晚霞,再說,世界擁有 千萬個擊潰我的理由,再坦然一些 白晝或黑夜 都值得紀念,時間 你為何帶來成長,什麼是真的 什麼是假的,麻木的心就像 摔落泥濘的紙飛機,喜歡看你笑容模樣,擺放天平上完美劑量的濃郁,盛放了夏夜空 燃燒 然後墜落,前進還是後退,在腦海裡複習,底片裡的我們活像夏卡爾的畫,為何看著你卻又沉默不語,他終究 是場太美的夢,美麗地綻放花朵
喝兩口就打翻的多多綠,你就是我星際旅行的目的地,勇敢說愛我 如果你也是這樣相信,箴言的嘴 也能將燭火給吹滅,關掉一切,用力推開那一扇門,卻卻不能 把不愛我的你,是我太執著 還是你也留戀卻不說,今天星期六 On my way to salon,到頭來 想著你的笑容是我最幸福的時候,特別讓人牙癢癢,一定會的 蔚藍之下盛開彩色的夢,腦海裡的藍圖多的很 什麼時候才能完成,但夢想是住在心裡面,魚 察覺不到我溶化在水裡,看著你 不必多說什麼也會微笑,再精彩不過是類似你的左邊右邊,受了傷還不停下 人們笑愚者多傻,你成為了定律我放棄了時間,海市蜃樓還是香格里拉,你現在就給我閉嘴 從今天起我再也不要,也許時空暫時區隔 想念牽引著每個時刻,Me and Bestards wanna kill it on the stage,去細數故事裡 無論甜美心碎,晚霞裡月亮輕輕牽著他,We always say good night,可我有不認輸的自由,去細數故事裡 無論甜美心碎,時間 你為何帶來成長,什麼是對 什麼是錯,雨為什麼不停 天空沒有回應,我知道 花花世界太複雜,我不是太擅長不著邊際的遊戲,餘燼再沒有你一絲挽留,有沒有一座花園 很美,擁抱你 什麼角度最合適,你留給我的憂傷 只能吟唱,忘記所有該表的情 該聊的甜蜜,而我終究會不再淚流...,而我們的愛
博愛座的阿姨 表情像燈籠魚,已錯過的愛情,那顆星星 就會永遠屬於你,造物的手 也可以選擇摧毀,"Reset, Reset, Reset, Reset……",橫衝直撞那又如何,變成 愛我的,貪婪至此不願放手 成了思念的魔,提前就約了好朋友 from San Francisco,又同樣回到,要曖昧多久 才能讓你的心也不再流浪,寬容 你眼中不夠完整的我,天殺的計畫又怎麼了 突如其來什麼波折,你說：只有自己能實現,我是優雅的空氣,喜歡你 回望著我也上揚的嘴角,還不如當隻撲火的蝶,但不在乎終點模樣 才能開始得漂亮,轉過了一天過了一季過一年,時間的籌碼 全梭了太不像話,再也不要逆來順受,再也不會寂寞了 好的未來就要來了,Hey 別急著先哽咽 面紙擦眼淚,傷口也能開出燦爛的玫瑰,走向 更遠的地方,聊到凌晨四點半也不算晚,我還沒有作好被打倒的準備,傷口也能開出燦爛的玫瑰,時間 你為何帶來成長,長大後的我們 什麼都不知道了,你不再哭 學著相信自己,我願意陪著你一起去闖,卻因你沉溺,也沒有我強求,光臘樹盛開鮮豔,其實我 常會想像我們老了的樣子,成了喔嗚喔喔喔 耶耶咿耶耶,好不容易 見上了一面卻又怯了情,而我留下一扇窗口,我要大聲地說
往波蘭的機票我立刻下訂,失去才懂珍惜,屬於你,箴言的嘴 也能將燭火給吹滅,"Reset, Reset, Reset, Reset……",疼痛證明活著,得不到的愛情 原來是你,是我太執著 還是你也留戀卻不說,想說今天難得週六,上一個下不停的大雨中,我一直在想 有沒有什麼好方法,執意把勇氣揮霍 才不覺錯過,旅程必然會迷惘 誰不是一路跌跌撞撞,啦啦啦啦啦啦 你就下吧,啊 啊 如果你變成了魚,再一次就好 我想我做得到,他們都說你錯了 你不該撲火的,在每一個今天的笑容中醒來,你一如往常發著光 而我就這樣,世界別讓我看著自己的靈魂死亡,我要以牙還牙以眼還眼以毒攻毒一二三四五六七八,相信著美好 它正在發生,讓我為你再唱一首歌 這專屬於你,我喜歡你無畏的雙眼,滲出的記憶染白了頭髮,我只想聽你再多說一點 就那麼一點,就算心淌著血 失去所有夢和眼淚,我喜歡你無畏的雙眼,又想狠狠帶走 最簡單的嚮往,我是來自天真世界的一名叛徒,讓我陪著你在這雨中旅行,親愛的你,平衡木上的愛情,我已想不起你的表情 在你走的時候,霧霾中睜開雙眼 卻看見,左邊牽著手 右手拉小狗,恨不得恨不得把你給忘了,討厭這樣的自己,不再為誰守候,不管多難也要一直走
Today only 這運氣今日限定,想念 光年外深深佔據,我也永遠屬於你,造物的手 也可以選擇摧毀,道貌岸然的臉,悲傷幸運都是訪客,就別再過份好奇 答案早已透明,貪婪至此不願放手 成了思念的魔,讓你睡到自然醒 怎麼手機突然震動,左邊肩膀這次沒濕透,鼓起勇氣吧 好不容易走到你身旁,一定會的 就算風雨反覆明滅燭火,由徬徨走向了堅強,你可以帶走憂傷,而我也變成了空氣,勇敢去擁有我們的美好,沒什麼 不過是有點特別,跨過昨日眼淚匯集的港灣,安靜地被遺忘,希望失望 盼望絕望,賞你一巴掌 喔耶,再也不會寂寞了,春天的綠葉 夏天的海 或是,再勇敢一點 潰堤的淚水宣言了明天,故事也渲暈成晚霞,你這個小壞壞,攀著懸崖邊緣 疼痛已無所謂,再勇敢一點 潰堤的淚水宣言了明天,不想再做天真世界的一名叛徒,誰會告訴我這是正確的路,有時壞天氣沒有什麼原因,你是道獨一無二的星光,你左搖我右晃暈眩的香氣,是掙扎得難以形容,城市燈火炙烈,可能還有很多小孩子,捨不得捨不得把你給丟了,是否我們已習慣之間的距離,只是有時習慣望著天空,多難也要一直走
再一個深呼吸,浩瀚星空無垠,不要忘記 被愛也有意義,箴言的嘴 也能將燭火給吹滅,包藏的禍心卻隱隱在作祟,好壞不需要誰認可,圓不了的結局 為何是你,我反芻著你留下的寂寞,"Oh my Saturday,",我戴著耳機,又說不出話 看著你我就變成了臉紅的啞巴,一定會的 顫抖著描繪生命的輪廓,勇氣是唯一的方舟,你不能帶走我的倔強,我們就不必再分離,喜歡你 就算旁人說有多麼可笑,還不如當隻撲火的蝶,傻裡傻氣地在 每一個今天的夢想中醒來,我沉睡時幻想 你就在我身旁,相同的程式碼 複製相同的傻瓜,被你討厭也沒關係 反正我也不是生來討你開心,我在沒有你的城市 追逐著你的影子,秋天的氣味 冬天的暖,曾劇烈的疼痛都會蛻變,晚霞裡月亮輕輕牽著他,Too bad to let you by my side,我不後退 哪怕輸了一切回到原點,曾劇烈的疼痛都會蛻變,若沒有了自己 還有什麼好在乎,隱藏你的笑 你的哭,生命 總要人一再地練習,無聲領航 愛的方向,往後一步曖昧卻和諧的距離,還是輕易得無地自容,看我往前飛 看我一角劈開夏天,其實我 不是因為好天氣才這麼說,你說愛情不過是種生物過程,為何總學不會 誠實地告訴你,,我沒那麼成熟
邊哭邊笑 邊哭邊笑,如果能再遇見你,當你想起 每一次相聚,造物的手 也可以選擇摧毀,窮凶惡極的世界,選擇我的選擇,淡去的背影 嘲笑我 多無能為力,以為終究能消化成自由,it's not the Saturday of yours,躲避著不同世界的人群,"Oh, they tell me it's love",承諾 再辛苦也要一起走過,裝載音樂 充填笑容,啦啦啦啦啦啦 你就下吧,啊 啊 如果你是魚我是空氣,愛著你 就算世界與我為敵也好,自得其樂好過無人知曉的凋萎,放手所有過去未來 只擁抱此刻的燦爛,清醒卻發現 你仍然遠方,傻瓜不傻 傻瓜很棒,我就要做自己 麻煩你滾一邊去,傻傻期待 每一個你光臨的日子,"In my eyes, getting closer",我們不完美 所以完美,往不寂寞的天堂,I want to know you,我並不會作好被打倒的準備,我們不完美 所以完美,只想記住怎麼笑 怎麼哭,喜怒哀樂讓人看不清楚,練習勇敢 練習把疼痛忘記,我因你學會驕傲堅強,往前一步心就貼緊,,劈開了 水泥和鋼鐵,牽著你走過,別一再受困 顯得太愚蠢,總在一些太黑的夜裡 盼著你的關心,,偶爾也會手足無措
這樣告訴自己,你是否願意再與我同行,當你懷念 我小小心意,箴言的嘴 也能將燭火給吹滅,誰來按下重啟鍵,誰知道下一扇門 通往哪裡呢,,而你已不回頭 你已不回頭,為什麼不懂我 難道愛我都是在吹牛,再一次 聽可能和妳相同的旋律,"Yeah, they tell me it is love",穿越黑夜的盡頭 讓故事雋永,倒數三秒 開始行動,你儘管怎麼張狂,我就是你看似不必須卻不可或缺的,再一次就好 我一定做得到,沒什麼 我就是有點特別,在每一個今天的笑容中醒來,你聽見了嗎 我在這裡歌唱,在絕望裡記得最初的希望,我比你討厭我討厭你 被你這種人喜歡我才要擔心,愛著你 我成了不能寂寞的人,我們就這樣靠近 然後轉角愛相遇,再坦然一些 白晝或黑夜都值得紀念,,What you really want really want,就算心已破碎 反射月光照亮黑夜,再坦然一些 白晝或黑夜都值得紀念,讓每個夢每滴淚都銘心刻骨,那就對了 這就是大人必備的技術,我會陪著你在這雨中旅行,親愛的你,平衡木上我和你,,飛回童年的鄉間,大雨盛開水花的路口,說完便轉身 親吻下一雙嘴唇,倔強說我可以 距離不是問題,,渴望自由卻一直閃躲
"Easy peasy, lemon squeezy",零距離一顆星星 兩顆心,屬於我 你每個晴天和每個壞天氣,造物的手 也可以選擇摧毀,關掉蠻橫的自卑,總要闖了才曉得,,我為何還原地守候,"Oh my Saturday,",你在哪裡 我想你,你是不是還在等一個很好的天氣,,在地球爆炸之前 我們還有多少時間,我就是我的晴朗,,勇敢去擁有我們的美好,沒什麼 我就是不想隨便地告別,跨過昨日眼淚匯集的港灣,一個人一個星球等待你一個回答,騎士墜鬼馬 不管你飛向什麼鬼地方,我是不是和你 一樣頭殼有問題 你的頭殼有問題,再也無法習慣一個人,請你不要怕安靜 因為,去珍惜故事裡 所有甜美心碎,,You call me when you need,不是倔強的刺蝟 是勇敢的蝴蝶,去珍惜故事裡 所有甜美心碎,真的夠了 成人世界虛偽得讓我想吐,我是來自天真世界的一名叛徒,直到微笑再次變得容易,我要給你一個大大的擁抱,來回時而欲墜幸運總時而降臨,,跟我往前飛 在翅膀都風乾以前,也是我一樣喜歡的夢,你留給我的遺憾 無以名狀,卻在獨處時忍不住哭泣,,害怕只能繼續做夢
跌倒的姿勢要帥氣,三個願望 四不分離,我的微笑 也會永遠屬於你,,關掉病態的自戀,關於我們該往哪走 關於我們該怎麼做,,在每個午夜的夢 複習著你溫柔,不想再有期待 anymore,簡單的幾句不夠表明,(非常晴朗的天氣),,口袋裡願望沒實現 現在就是最好機會,啦啦啦啦啦啦 你就下吧,,這一次換我守護你 好不好,,傻裡傻氣地在 每一個今天的夢想中醒來,也許有天時間把願望都埋葬,我都恣意放肆大聲歌唱,我就是討厭你,再也不能寂寞了 自從愛介入我們,我是你的Bling Bling,傷口已然開出燦爛的玫瑰,,For you l’m always free,我還能飛,傷口已然開出燦爛的玫瑰,不想再做天真世界的一名叛徒,勉強地融入 這謊言堆砌的國度,我還會 在季風睡去的夜晚,黑夜過去 總會破曉,我的膽小透明 乘著你溫柔勇氣,,能飛多遠 就飛更遠一點,牽著你走過,太過膚淺的青春 成了珍藏,習慣了遠距離,,直到
就算狼狽也要率性,午夜看流星雨劃過天際,屬於你,,關掉暴力和偏見 堆砌的霸權,關於我們該往哪走 關於我們該怎麼活,,到什麼時候 我才能向前走,但是下一個週末 還是想牽你去兜兜風,將所有思念藏在這支筆,你是不是還在等一個很美的風景,,不准你猶豫不決,你可以帶走憂傷,,,,放手所有過去未來 只擁抱此刻的燦爛,只留下我為你踱步的殘響,時間的籌碼 全梭了那又怎麼樣,,也許時空暫時區隔 想念牽引著每個時刻,沒什麼道理 只想做你新男傭,,,Looking forward to somebody,若有一天 生命的盡頭不可避免,,不願再接受 名為成熟的束縛,掩飾每個錯 每個誤,夢見你說 明天就要放晴,讓我牽著你翱翔 每一刻寬廣,平衡木上的愛情,,去找回綠色的夏天,大雨盛開水花的路口,你留給我的情話 依然滾燙,卻不習慣告訴你 我多需要你,,那天你來到我的天空
"Easy peasy, lemon squeezy",再和你騎著火箭 往前進,屬於你,,關掉多數的奪掠,關於我們該往哪走 總眾說紜紛,,,我看不清 是真愛還是暈,習慣了你習慣的,(或許在某個花園裡),,有翅膀就要飛 有翅膀就飛,你不能帶走我的倔強,,,,,你一如往常發著光 而我就這樣,最起碼不必看著自己的靈魂死亡,,再也不會寂寞了 好的未來就要來了,再告訴你個秘密,,,Who treat you like a queen,回首不求眷戀 只求無一點悔,,時代再殘酷 再荒蕪,試圖成為人群中最安全的眾數,,親愛的你,你左搖我右晃暈眩的香氣,,小時候幻想穿上了鎧甲去冒險,也是我一樣喜歡的夢,夜裡喔嗚喔喔喔 耶耶咿耶耶,,,趕走烏雲後畫上彩虹
人生不如意十之八七,把你的美 收藏心底,,,關掉虛偽的假面,關於我們該怎麼做 誰置喙太深,,,就快星期一 還不發生點新奇的事情 到底？,每個傷 每個步調 每個你不想要,你是不是還在等一個很好很好的人,,在地球爆炸之前 再來一場華麗冒險,啦啦啦啦啦啦 你就下吧,,,,,安靜地被遺忘,,,相信著美好 它正在發生,少了你擁有世界也不算什麼,,,只要陪在你的身邊,我還沒有作好被打倒的準備,,這一刻我們終於踏上歸途,好不孤獨,,你是道獨一無二的星光,往後一步曖昧卻和諧的距離,,去尋找一座藏著寶藏的森林裡,,你留給我的美麗 也無以名狀,,,滿天的星空開始閃爍
?持?要鬆不要緊,你就是我星際旅行的目的地,,,關掉甜膩的謊言,關於我們該往哪走 有誰來揣測,,,我不想要每個週六 都不知道你在做什麼,人走了一樣什麼都還在,那就是我 我就在這裡,,偉大不一定卓越 有時只要瘋狂一點點,你儘管怎麼張狂,,,,,滿足地被遺忘,,,再也不會寂寞了,So baby just go chilling with my body,,,聞著你的香味,就算心淌著血 失去所有夢和眼淚,,不再辜負 與生俱來的自由天賦,時間 你為何帶來成長,,無聲領航 愛的方向,往前一步心就貼緊,,我們跳舞 我們遊戲著 笑臉,,底片裡的我們活像夏卡爾的畫,,,當我們的手勇敢緊握
"Easy peasy, lemon squeezy",穿越蟲洞回到過去,,,關掉鱷魚的眼淚,關於我們該怎麼活 該怎麼選擇,,,只看著美美的你 在沒我的照片 吃小美冰淇淋,閉上眼看天空,現在告訴我 你也願意,,讓衝動自由蔓延 跨越夢的奇異點,我就是我的晴朗,,,,,幸福的被遺忘,,,兩人的美好 總會到達的,Let music be amazing,,,我就會 窩屋窩屋窩,攀著懸崖邊緣 疼痛已無所謂,,,又想狠狠帶走 最簡單的嚮往,,我為你感到驕傲堅強,平衡木上我和你,,長大卻發現世界不如想像完美,,你留給我的憂傷 只能吟唱,,,有一天 當你發覺
跌倒的姿勢要帥氣,讓遺憾 再次美麗,,,蒸餾出的罰與罪,我知道 就夠了 我要,,,你不該忘記我們的第一次見面,看不見記憶中那種浪漫,我一直在想 有沒有什麼好方法,,在地球爆炸之前 我們還有多少時間,,,,,,,,,只要我們深愛著,現在只想你聽我說,,,再說 我喜歡你專注的側臉,我不後退 哪怕輸了一切回到原點,,,不想再做天真世界的一名叛徒,,親愛的你,來回時而欲墜幸運總時而降臨,,大人說砍下樹木就會流出金錢,,成了喔嗚喔喔喔 耶耶咿耶耶,,,全世界跟你作對的時候
就算狼狽也要率性,零距離一顆星星 兩顆心,,,關掉一切,用力推開那一扇門,,,小鹿亂撞到午夜,而是那說不出,每一個晚上 翻來又覆去直到天亮,,恐龍們會不會也後悔當初有夢沒實現,,,,,,,,,,讓我成為你的Bling Bling,,,又為你著迷 有誰能夠比 No No No,我並不會作好被打倒的準備,,,若沒有了自己 還有什麼好在乎,,我要給你一個大大的擁抱,我的膽小透明 乘著你溫柔勇氣,,我的夢卻要破碎,,,,,要記得
"Easy peasy, lemon squeezy",三個願望 四不分離,,,關掉對立的標籤,橫衝直撞滿身傷痕,,,"Oh my Saturday,",我真的好喜歡你的遺憾,美好的想像 在腦海裡像電影般循環播放,,心裡的火山煮沸,,,,,,,,,,"Be my girl, cuz I love u and u know know know",,,再說 我期待我們有那一天,就算心已破碎 反射月光照亮黑夜,,,只想記住怎麼笑 怎麼哭,,黑夜過去 總會破曉,一躍 安全降落愛情,,不能妥協,,,,,原來的我
人生不如意十之八七,午夜看流星雨劃過天際,,,關掉藏刺的笑靨,至少我很快樂,,,I just wanna make it also yours,不是我懷疑 而是我在意,"Oh, they tell me it's love",,生命就該浪費 在美好瞬間,,,,,,,,,,有多少顆的行星 繞著你轉,,,那天我和你 不再有距離 No No No,不是倔強的刺蝟 是勇敢的蝴蝶,,,讓每個夢每滴淚都銘心刻骨,,讓我牽著你翱翔 每一刻,我的膽小透明 乘著你溫柔勇氣,,看我往前飛 看我一角劈開夏天,,,,,美麗地綻放花朵
?持?要鬆不要緊,再和你騎著火箭 往前進,,,關掉人們流的血 灌溉的花蕊,悲傷幸運都是過程,,,想配合你更多 怎麼好像反而有點囧,我只是在意你有沒有一樣在意我,And I know that it is love,,在地球爆炸之前 再來一場華麗冒險,,,,,,,,,,多了溫暖也多了負擔,,,再說,我還能飛 到那更遙遠,,,真的夠了 成人世界虛偽得讓我想吐,,,一躍 安全降落愛情,,劈開了 水泥和鋼鐵,,,,,而我們的愛
,把你的美 收藏心底,,,關掉互相傷害的行為,好壞有我自己認可,,,"Oh my Saturday,",到頭來 想著你的笑容是我最幸福的時候,,,有你陪在我身邊 就不怕再瘋狂一點點,,,,,,,,,,錯過了多少次的回憶 留在雲端,,,有誰能暸解你的心,到那更遙遠,,,不想再做天真世界的一名叛徒,,,,,立起旗桿挑戰整個世界,,,,,我要大聲地說
,你就是我星際旅行的目的地,,,關掉無止盡的慾念,選擇我的選擇,,,it's ok coz I'll always be yours,閉上眼看天空,,,讓衝動自由蔓延 跨越夢的奇異點,,,,,,,,,,是個理想也是個混蛋,,,不僅是在他口頭上,到那更遙遠,,,不願再接受 名為成熟的束縛,,,,,跟我往前飛 在翅膀都風乾以前,,,,,不管多難也要一直走
,,,,關掉無止盡的傷悲,誰知道下一扇門 通往哪裡呢,,,下個星期六 還是一樣想你到發瘋,看不見記憶中那種浪漫,,,,,,,,,,,,,一個人寂寞落魄 只剩囉嗦 開始做作,,,我願意為你少說一句,,,,時代再殘酷 再荒蕪,,,,,能飛多遠 就飛更遠一點,,,,,不再逃避忍受
,,,,關掉遺憾的重演,,,,,而是那說不出,,,,,,,,,,,,,你卻在那幸災樂禍,,,只專心聆聽,,,,這一刻我們終於踏上歸途,,,,,去找回綠色的夏天,,,,,不再選擇沈默
,,,,關掉昨天和明天,,,,,我真的真的好喜歡 好喜歡你呦,,,,,,,,,,,,,不說你也不懂 不必驚恐 只是作秀,,,你總是喜歡一個人,,,,不再辜負 與生俱來的自由天賦,,,,,,,,,,不再對愛放手
,,,,打開今天,,,,,就算是過了很久,,,,,,,,,,,,,It’s not a big deal,,,嚮往單純的生活,,,,,,,,,,,,,,再次錯過 迷失了自我
,,,,打開今天,,,,,回到那依舊,,,,,,,,,,,,,這是定律也是我們命中注定,,,別忘了 在你最孤單的時候 有我在這,,,,,,,,,,,,,,有一天 當你發覺
,,,,打開今天,,,,,情不自禁的想著你的笑容,,,,,,,,,,,,,1.5億公里距離 說不遠也不近,,,我願意當你的話筒,,,,,,,,,,,,,,全世界跟你作對的時候
,,,,打開今天,,,,,,,,,,,,,,,,,,你是我的陽光和水 我所需要的氧氣,,,只要你肯對我說,,,,,,,,,,,,,,要記得
,,,,,,,,,,,,,,,,,,,,,,The most beautiful planet is what I gave you a gift,,,怎麼了 難道我們就只是個 普通朋友,,,,,,,,,,,,,,原來的我
,,,,,,,,,,,,,,,,,,,,,,讓我為你再唱一首歌 這專屬於你,,,,,,,,,,,,,,,,,美麗地綻放花朵
,,,,,,,,,,,,,,,,,,,,,,春天的綠葉 夏天的海 或是,,,,,,,,,,,,,,,,,而我們的愛
,,,,,,,,,,,,,,,,,,,,,,秋天的氣味 冬天的暖,,,,,,,,,,,,,,,,,我要大聲地說
,,,,,,,,,,,,,,,,,,,,,,"In my eyes, getting closer",,,,,,,,,,,,,,,,,不管多難也要一直走
,,,,,,,,,,,,,,,,,,,,,,我們就這樣靠近 然後轉角愛相遇,,,,,,,,,,,,,,,,,多難也要一直走
,,,,,,,,,,,,,,,,,,,,,,請你不要怕安靜 因為,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,我是你的Bling Bling,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,只想做你新男傭,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,再告訴你個秘密,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,擁有世界也不算什麼,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,So baby just go chilling with my body,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Let music be amazing,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,現在只想你聽我說,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,讓我成為你的Bling Bling,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Be my girl, cuz I love u and u know know know",,,,,,,,,,,,,,,,,
